,0
370,1783964.5256
371,1373813.1156
372,1237401.1156000001
373,2000592.3956000004
374,1169744.0056000003
375,1323912.5156
376,1304454.1156
377,1437491.5456000003
378,1319352.4756
379,2131115.0156
380,1403849.4355999997
381,1886778.1556
382,1288612.5556
383,1187131.1656
384,1377816.9956
385,1293962.5956000001
386,1261358.1755999997
387,1163536.9556
388,1310119.4356000002
389,1717706.3555999997
390,1973770.1156000001
391,1311841.7756
392,1467763.7455999998
393,1338028.1856
394,1305823.7356000002
395,1331526.0656
396,2424218.7556000003
397,1313625.8655999997
398,1397809.1156
399,1161333.5356
400,1275972.5055999998
401,1569408.9255999997
402,1287388.7555999998
403,2052383.0156
404,3285128.9956
405,1811291.9155999995
406,2140665.9656000007
407,1428905.2156
408,1661082.3956
409,1425795.6555999997
410,1436715.1856
411,1271547.5956
412,1169544.5455999998
413,1336680.7155999998
414,1368575.6956000002
415,1600908.2755999998
416,1723755.0355999998
417,2015371.5156
418,1375396.8155999999
419,2064962.6356000002
420,1826069.0755999992
421,1282369.1556
422,1268692.4756
423,1321112.7556
424,1321092.9356
425,1219054.9556
426,1877099.0355999998
427,1250581.0756
428,1196185.1156000001
429,1656958.9556
430,1243426.5056
431,1684301.5256000003
432,1660623.2456
433,2483564.5056000003
434,1550433.9356
435,1200474.4756000002
436,1516375.8355999999
437,1431011.1756000002
438,2249284.1156
439,1322340.4756
440,1717377.5555999996
441,1245509.6056
442,1255145.1756
443,1356961.9256
444,1283159.9956
445,1604706.3955999997
446,1227016.0155999998
447,2165409.7456000005
448,2687455.5356
449,2506868.4156000004
450,1592762.8156
451,2243698.1756
452,1798617.4356
453,1512676.0955999997
454,1089998.7756000003
455,1536620.2556
456,2429954.6756
457,1431351.0856
458,1504949.0756
459,1379161.7256
460,1298826.7156000002
461,1466828.8656
462,1374424.9556
463,1727443.1356000002
464,1239416.9356
465,2226110.2156
466,1995048.8756000004
467,1279359.2155999998
468,1310084.6056000001
469,1221284.9956
470,2878177.0956000006
471,2068584.8756000004
472,1434225.8956
473,1412933.8155999999
474,1223278.7156
475,1186403.5656
476,1903722.2756
477,2484499.7155999998
478,1284473.7555999998
479,2040304.0656000003
480,2377914.0356
481,1915807.1956
482,1543688.9756
483,1628263.2356
484,1265635.8556
485,1610429.6756
486,1312384.7156000002
487,2928159.5156
488,1341796.1956
489,1167740.4856
490,1374376.3055999996
491,2321606.8756000004
492,1304532.4755999998
493,2594250.8756
494,2772148.9956000005
495,1377792.2156000002
496,1170021.2755999998
497,2847215.7656000005
498,1307020.3156
499,2267657.7856000005
500,1813675.7156000002
501,1314800.3756000001
502,1691480.3156
503,1809360.1555999997
504,1353882.5556
505,1319946.7156
506,1397963.8056
507,1227657.2956
508,1279267.8355999999
509,1229416.1156
510,3149779.5856000003
511,1653077.9155999997
512,1261703.1556
513,1621522.4356
514,2370680.0355999996
515,1631450.7356
516,1319449.5255999998
517,1593595.1956000002
518,1248828.8956000002
519,1166070.7156
520,2564791.8356000003
521,2714709.5856000003
522,1539127.4156
523,1298561.0056000003
524,1459264.1156000001
525,1479156.3656
526,1851809.5556
527,1335322.6356000002
528,1249060.7956
529,1622051.4356
530,1367124.2556
531,1298250.4756
532,1308824.5756
533,1317793.1156
534,2537468.5156000005
535,1225926.8255999999
536,2075937.5556000005
537,1322458.1656000002
538,1250978.6356000002
539,1319567.3656
540,1102362.2656
541,1304013.3856
542,1519252.6556000002
543,2503455.1956
544,1227121.3756
545,1454364.8756
546,1630684.7155999998
547,1321936.1456
548,1690406.7456
549,1444675.6356000002
550,2083957.2656000005
551,2203987.1156
552,2895782.0355999996
553,1357134.2456
554,1240344.6056000001
555,1658481.2756
556,1237417.9156
557,1422967.9956000003
558,3080723.8756
559,1294226.8556000001
560,1502072.7956
561,1749957.8556000001
562,1480322.9156
563,1669297.3556
564,2072006.6156000001
565,1797074.8855999997
566,2629002.9756000005
567,1324655.8155999999
568,2440452.0856000003
569,2026647.6956000007
570,1227968.7955999998
571,1326270.5156
572,2684845.4656
573,1186933.9156
574,2211398.4356000004
575,1614841.8956000002
576,1512633.9656
577,1257500.6356000002
578,1444666.1956
579,1416142.5055999998
580,2090786.6556000002
581,1549631.8156
582,1961426.1156000001
583,1309825.3256
584,1235803.8355999999
585,2774041.2556
586,1403228.1556
587,3098010.9456
588,1211512.7956
589,1286148.4555999998
590,1274764.9855999998
591,1260175.3556
592,1895322.3955999997
593,2591033.7956000003
594,1418027.2156000002
595,2032004.7056000005
596,1321708.9556
597,1231038.6656
598,2004199.3556
599,2809799.5256000008
600,1379950.2156
601,1266309.4756000002
602,1281887.2355999998
603,1451335.5155999998
604,1593086.2656
605,1335849.4356
606,2036046.2656000005
607,1575647.7956000003
608,1473673.1156
609,1492202.0355999998
610,1326151.5656
611,1350361.9756
612,1169816.7556
613,2770901.5756
614,1347519.6956000002
615,1286261.3156
616,1564880.7156
617,1335926.3155999999
618,1455668.3155999999
619,1505211.0156
620,1224561.7156
621,2447123.565600001
622,1377149.8956
623,1344975.3556000001
624,1918910.8555999997
625,1624599.7356000002
626,1320289.7955999998
627,1668699.9155999995
628,1286507.8355999999
629,1261328.4756
630,2468497.0956
631,1540378.9555999998
632,2730323.9655999998
633,1324091.5355999998
634,2116949.0256000003
635,1587251.5155999998
636,1274833.2956
637,1837859.6755999997
638,1267877.6955999997
639,2615813.0356000005
640,1390946.2356
641,1231707.5355999998
642,1292906.3956000002
643,1348048.9156000002
644,2380375.1456000004
645,1239461.1755999997
646,1318762.1355999997
647,1403131.9556
648,1406362.7056
649,1304529.6156000001
650,1305915.5356
651,1258425.0055999998
652,1336633.1956000002
653,2554670.8556000004
654,1391318.9356000004
655,1742981.0456
656,1530305.4056
657,1326756.6956
658,1344066.0356
659,1361765.0956
660,2502551.5056000003
661,2125250.7156
662,1321774.8455999997
663,2206534.3956000004
664,1330001.6555999997
665,1377968.9956
666,1744767.8756000001
667,1122974.8756
668,1307662.8155999999
669,3242519.1355999997
670,1248779.1656000002
671,1199405.7156
672,2080911.9456000007
673,1343696.6756
674,2191050.7156
675,1896097.9955999998
676,1277914.6656
677,3200141.6656
678,1384375.3556000001
679,1208293.4756
680,1350722.6156000001
681,2669612.3456000006
682,1460404.0755999999
683,1287273.2756
684,2601825.2756000003
685,2113451.6156
686,3191712.7956000003
687,1250686.7156
688,1467030.7956
689,1244780.5856000003
690,1460247.5156
691,1388189.3056
692,2637539.6755999997
693,1425734.6756
694,1300045.9156
695,2022002.0356000005
696,1668984.1356
697,1751109.0956
698,1288512.2955999998
699,1287438.7955999998
700,2517749.3756
701,1281811.9156
702,2286996.0156
703,1246734.3156
704,1333022.9956
705,3210009.6656000004
706,1451769.6656000002
707,1610960.5855999999
708,1275351.9156000002
709,1707084.0956
710,1323532.8956000002
711,1645679.0755999999
712,2704704.6956
713,1887016.2556
714,2189090.3756
715,1310399.5956000001
716,1924221.9756000002
717,1368029.8655999997
718,2019139.9956
719,2084768.9656000002
720,2588352.6955999997
721,1315678.8056
722,1445372.0956000001
723,1342347.7056000002
724,1761461.3356
725,1818104.1156000001
726,1436764.9956
727,1754794.4755999998
728,1220414.1256
729,1262011.1656000002
730,1303016.1056000001
731,1247046.4556
732,1310097.8155999999
733,1607541.9056
734,1248045.5256
735,2375923.7456000005
736,1320346.7956
737,1151469.2156
738,1181271.5155999998
739,2433593.7556000003
740,1309713.2555999998
741,2688063.1756
742,1270852.1756000002
743,1305948.9156000002
744,1273237.2756
745,1307615.7555999998
746,1302410.5755999999
747,1044876.0556000001
748,2477127.9756000005
749,1330564.3156
750,1393517.8856
751,1330260.8756
752,1323471.9556
753,1350816.2156
754,2049548.2156000002
755,1241223.6956000002
756,1511967.5156
757,1320623.1556
758,1226571.7356000002
759,2132489.9856000007
760,1579384.2656
761,1769154.9956
762,1336009.9256
763,1242128.5156
764,1221449.8956
765,1220388.4156
766,1292566.9556000002
767,1539048.8955999997
768,1551573.8756000001
769,1316429.9356000002
770,1317701.9556
771,1718700.0456
772,1468135.3556000004
773,1294901.8156
774,2540404.4655999998
775,1377538.5156
776,1322503.1156000001
777,1260394.8256
778,1378039.2156000002
779,1596933.9155999997
780,1375000.6156000001
781,2136370.8756000004
782,2196629.5656000003
783,1228115.0356
784,1396775.5556
785,1286606.5156
786,1237273.0355999996
787,1301262.5356
788,1397929.9156
789,1361813.9156
790,1331454.0456
791,1264129.8256
792,2314735.1356
793,1736380.1156000006
794,1608769.0956
795,1911194.6156000004
796,3041234.0756
797,1265685.3656
798,1830746.7155999998
799,1228041.8056
800,1388381.8656
801,1289787.6156000001
802,1160486.5556
803,1388598.3556
804,1586800.6856000004
805,1994641.7555999998
806,1360389.5156
807,1873648.7956
808,1297289.9156
809,1596064.8756000001
810,1227335.9955999998
811,1324258.4656
812,1208188.6355999997
813,2661011.8756
814,1372373.4756
815,1466130.2756
816,1179824.6356000002
817,1292757.0855999999
818,1459525.7156
819,1574460.3155999999
820,1561569.4656
821,2013541.6256000004
822,1258756.3956
823,1459932.9555999998
824,1805677.9855999998
825,1527946.2356000002
826,1228091.1156
827,2677238.7156
828,1354889.0756
829,2754124.9556
830,2637728.0456000003
831,2616001.9156000004
832,1418764.3156
833,2544374.9556000005
834,2508303.2756000003
835,1651309.1156000001
836,1264497.2456000003
837,2317379.6756
838,2931963.7156
839,1349458.5855999999
840,1772774.1655999997
841,1322818.8656000001
842,2639404.7156000007
843,1356736.8956
844,1317467.6656
845,1292732.9556
846,2744297.9455999997
847,1508355.9156
848,1548590.7156
849,2931372.5156
850,2410984.3356
851,1341755.6756
852,1417472.8255999999
853,1259567.9156
854,1863849.9155999997
855,1174594.2756
856,1360819.7155999998
857,1362504.5356
858,1284808.9156
859,3216750.9256
860,1319250.7156
861,1388503.5955999997
862,1299300.4056
863,1339170.5956
864,1257204.3156
865,1340293.0155999998
866,1252468.4056000002
867,1571351.6756
868,1257439.9955999996
869,2263369.1656000004
870,1338901.8355999999
871,1356783.0255999996
872,1739571.8355999999
873,1879622.6855999997
874,1260854.6956
875,1344387.5155999998
876,1816380.9655999998
877,1489951.4156000002
878,1813466.0055999998
879,1592553.9956
880,1344549.5955999997
881,1172591.0056000003
882,1324046.0356
883,1393502.1956
884,1205678.1656
885,1974728.3156000003
886,1745152.2455999998
887,1417854.2056000002
888,1326588.3455999997
889,2191541.8856000006
890,1302250.7956
891,1520512.1156000001
892,1283953.5655999999
893,1644273.5156
894,1267192.8156
895,2086724.4956
896,2526641.8156000003
897,1317253.3756
898,2217625.8856
899,1351633.8156
900,1466841.8255999999
901,1839839.0455999998
902,1329373.3155999999
903,1307072.7356
904,1227880.1356
905,2045157.6356000002
906,1332752.1555999997
907,1255779.0156
908,1412649.3156
909,1225920.2156
910,1179528.2356
911,1151715.9956
912,1359461.4856
913,1152852.9156000002
914,1222098.3556
915,1420370.0356
916,1306560.4756
917,1289354.7155999998
918,1365642.1056
919,2036432.3156000003
920,2103395.4556000005
921,1304405.4756
922,1242341.8956
923,1399666.3355999999
924,1307120.6156000001
925,1665403.0956000001
926,1304372.6656
927,1100223.9956
928,1957364.2356000002
929,1760267.3155999996
930,1271200.6656
931,1279298.8756000001
932,1333220.2555999998
933,1291328.4556
934,1491280.2155999998
935,1495511.0156
936,2529350.6156
937,1282017.8956
938,2823063.5156
939,1318061.9156000002
940,1534458.4856
941,1317862.1656
942,1303528.3956000002
943,1415995.7556000003
944,2002238.1756000002
945,1269679.7355999998
946,2100404.0156
947,1340160.2656
948,2776442.1456000004
949,2146100.7656
950,1571929.6856
951,1679006.6756
952,1188973.9856
953,1423802.7156
954,1986307.8355999999
955,1718011.5656
956,2923232.7956000003
957,2096637.4055999997
958,1533075.5156000003
959,1354385.9356000002
960,1223958.5755999999
961,1281087.8355999999
962,2552635.8056
963,1758789.4355999997
964,1303788.2356000002
965,1325258.3756
966,1667055.6056
967,1270065.7755999998
968,1348478.3556000001
969,1253396.4556000002
970,1307030.2156
971,2007011.8356000003
972,2465994.7556000003
973,1234179.9256000002
974,1628624.7956000003
975,1464251.4556
976,1247863.3556
977,1321779.5156
978,2082361.8355999999
979,1330953.9156000002
980,1306394.3656000001
981,2490813.5956
982,2423778.7656
983,2336338.8156000003
984,1410306.0056
985,2479832.8156000003
986,1244333.8756000001
987,2119390.1756
988,2981736.6956
989,2151293.9156
990,1303939.3756
991,1273513.3155999999
992,1320306.0356
993,2454877.0756
994,1329961.7655999998
995,1275419.4356
996,1683575.0856
997,1301877.9555999998
998,1482555.1856000002
999,2778556.4156
