488,5.872,3.042,7.855
489,5.992,5.017,6.96
490,6.184,4.981,7.124
491,8.629,11.056,6.94
492,6.701,5.416,10.493
493,5.51,12.468,4.569
494,8.658,12.233,8.116
495,9.4,6.21,6.884
496,5.296,6.012,5.063
497,9.657,14.535,8.152
498,3.054,2.213,7.142
499,7.54,11.329,7.702
500,7.355,9.46,4.008
501,3.657,1.702,5.343
502,6.909,8.285,5.263
503,7.414,9.282,5.198
504,5.723,3.458,5.585
505,1.72,3.2,2.674
506,5.308,6.531,6.566
507,5.141,5.758,4.057
508,5.875,6.128,3.861
509,8.076,5.516,8.181
510,6.601,13.861,9.808
511,6.131,8.767,6.775
512,5.917,1.758,5.538
513,8.574,8.482,8.632
514,6.074,10.796,2.323
515,6.041,7.701,8.1
516,1.891,0.687,5.236
517,6.755,6.992,6.587
518,6.247,3.177,3.62
519,4.968,5.2,3.563
520,6.858,11.824,9.835
521,5.18,12.319,5.045
522,5.858,7.785,7.795
523,6.741,2.437,7.885
524,4.559,7.518,4.695
525,6.723,7.821,3.417
526,2.947,8.582,5.639
527,2.79,6.182,3.98
528,2.323,3.352,2.802
529,7.76,9.003,7.222
530,7.902,6.993,6.598
531,5.823,1.666,3.626
532,7.437,3.127,7.621
533,6.917,5.64,6.169
534,4.368,11.845,5.514
535,7.127,6.433,6.672
536,3.466,10.412,3.955
537,6.658,2.349,7.143
538,4.218,5.698,0.762
539,5.207,4.095,5.886
540,5.115,5.507,7.767
541,7.228,3.861,9.902
542,8.942,7.254,8.546
543,7.455,11.302,4.766
544,8.558,3.653,7.48
545,7.071,8.062,6.572
546,5.223,8.072,6.365
547,2.832,1.121,4.993
548,6.875,7.997,6.806
549,3.583,6.834,6.035
550,6.068,9.405,6.309
551,6.995,10.92,5.269
552,8.397,12.244,4.142
553,10.15,5.457,8.563
554,4.278,2.557,5.471
555,7.026,8.016,5.737
556,5.795,6.544,4.63
557,6.299,6.876,7.239
558,7.157,13.324,7.813
559,8.004,1.469,5.989
560,9.802,7.296,9.067
561,7.77,8.278,9.049
562,6.733,7.31,11.657
563,4.561,8.472,2.128
564,6.364,10.17,11.443
565,5.47,8.391,4.999
566,8.343,12.067,7.447
567,5.582,3.615,4.71
568,5.988,10.549,7.446
569,6.991,9.727,7.489
570,6.565,4.816,5.997
571,7.943,2.41,5.612
572,8.293,12.815,6.002
573,8.322,4.176,4.953
574,7.348,11.172,8.89
575,7.596,8.082,10.563
576,2.76,8.375,4.747
577,8.36,4.584,8.396
578,3.24,7.163,7.491
579,7.988,7.241,4.976
580,5.5,11.714,7.827
581,8.498,7.435,9.441
582,3.831,10.058,3.678
583,6.273,4.319,3.103
584,6.933,4.936,5.05
585,9.389,11.633,5.537
586,5.134,4.819,7.604
587,9.566,14.329,11.249
588,4.89,6.073,6.157
589,8.628,4.591,6.278
590,6.249,4.111,4.643
591,5.767,6.129,6.547
592,8.251,10.244,7.886
593,6.498,12.354,8.57
594,3.606,6.058,5.895
595,7.479,9.287,6.01
596,7.741,7.456,7.0
597,7.013,5.963,9.82
598,5.584,10.386,4.521
599,8.756,12.089,10.182
600,9.459,6.175,7.006
601,8.195,2.657,7.904
602,4.253,3.323,4.887
603,3.814,6.72,8.181
604,6.657,7.945,5.666
605,4.19,1.778,6.012
606,6.421,10.255,4.806
607,4.332,7.581,8.011
608,5.946,7.605,5.403
609,6.198,7.633,9.035
610,5.351,6.209,5.523
611,5.822,3.038,3.578
612,6.533,5.683,7.134
613,7.274,11.933,6.776
614,9.373,5.754,7.142
615,7.877,3.827,8.784
616,8.686,9.173,7.584
617,5.883,5.765,3.526
618,9.161,7.768,8.769
619,6.285,6.899,4.79
620,8.487,4.26,8.448
621,4.588,10.291,2.257
622,5.015,7.717,5.043
623,2.772,1.944,5.678
624,10.98,8.883,9.489
625,11.363,7.514,12.874
626,5.184,4.902,4.356
627,8.712,8.056,7.882
628,3.836,6.013,3.992
629,6.903,6.556,4.875
630,5.128,10.514,6.069
631,7.6,7.176,4.79
632,8.924,11.875,9.576
633,3.291,1.262,7.27
634,6.297,9.797,2.6
635,7.418,8.164,9.084
636,6.815,5.763,10.025
637,6.1,8.688,6.056
638,8.276,5.701,6.563
639,6.141,11.519,6.723
640,4.528,6.524,7.608
641,5.524,5.146,7.643
642,5.365,3.272,8.134
643,7.463,2.805,8.235
644,8.823,10.009,10.218
645,2.711,5.411,4.395
646,4.858,4.146,5.206
647,3.858,5.159,6.276
648,6.56,6.191,5.514
649,5.11,1.43,8.984
650,6.74,1.539,7.159
651,6.117,3.461,6.891
652,8.67,2.362,7.646
653,8.982,11.651,8.608
654,7.14,4.339,5.701
655,6.331,8.561,6.97
656,8.737,8.913,8.016
657,7.257,5.562,7.733
658,7.653,5.358,6.167
659,6.996,7.498,9.788
660,9.445,11.863,4.361
661,4.887,9.68,6.651
662,5.934,5.531,5.606
663,6.048,10.672,5.834
664,9.349,5.078,9.124
665,7.949,5.429,4.441
666,4.939,8.868,6.411
667,10.27,6.016,8.055
668,7.049,5.845,3.71
669,8.099,13.614,3.022
670,7.257,5.649,6.81
671,2.674,4.655,5.001
672,9.526,9.329,4.891
673,7.548,5.748,7.485
674,6.941,10.844,4.975
675,8.969,8.882,5.344
676,2.796,1.349,5.94
677,6.429,13.865,6.798
678,8.1,6.184,6.787
679,6.09,7.162,6.347
680,3.077,6.131,4.055
681,7.747,11.543,7.158
682,6.98,7.198,7.047
683,6.606,2.188,5.918
684,8.605,12.144,7.378
685,8.789,9.33,4.65
686,8.132,13.196,3.393
687,4.153,6.2,6.179
688,7.76,6.532,11.494
689,5.576,4.219,4.12
690,8.63,7.152,6.252
691,3.173,4.299,4.841
692,4.439,11.914,5.163
693,10.267,5.022,7.162
694,7.183,4.68,8.536
695,9.06,9.938,9.924
696,6.434,8.318,7.184
697,6.858,7.959,10.795
698,7.786,1.919,2.77
699,9.781,4.712,8.843
700,7.414,10.969,7.257
701,8.295,6.452,8.269
702,10.152,12.895,10.298
703,8.508,3.295,6.74
704,9.487,3.807,10.925
705,10.46,13.845,6.845
706,5.952,7.535,8.709
707,6.433,7.317,10.958
708,5.135,5.578,5.737
709,6.552,8.447,7.741
710,6.163,5.178,7.534
711,5.668,7.908,6.193
712,7.522,12.561,6.975
713,6.099,8.926,5.198
714,6.814,10.354,7.821
715,3.991,4.894,4.659
716,8.691,10.054,10.094
717,5.52,6.981,5.983
718,4.979,10.331,7.737
719,5.416,9.865,6.737
720,5.294,11.517,5.148
721,4.904,7.049,5.83
722,10.319,7.306,8.827
723,4.979,6.579,4.076
724,7.985,8.759,8.431
725,7.684,8.59,5.22
726,5.106,7.114,2.705
727,9.337,7.788,7.736
728,2.999,2.599,11.071
729,4.556,3.035,9.757
730,5.392,5.079,6.214
731,6.589,5.289,6.437
732,8.003,3.971,8.703
733,6.678,7.089,5.466
734,2.177,4.693,2.266
735,6.334,11.243,3.328
736,7.368,3.558,5.899
737,3.74,5.175,3.461
738,5.205,5.88,9.413
739,4.853,11.327,4.135
740,2.605,2.981,3.577
741,7.066,12.506,7.012
742,7.436,2.242,4.053
743,1.879,3.964,3.711
744,5.461,3.088,5.657
745,5.221,0.328,4.471
746,6.969,4.851,5.467
747,5.199,4.646,5.981
748,6.826,10.999,7.078
749,5.642,2.692,8.136
750,3.773,5.721,4.127
751,5.362,6.072,6.014
752,6.857,4.701,5.458
753,10.339,6.294,8.066
754,5.751,9.695,6.718
755,6.532,2.549,9.793
756,7.307,7.452,6.541
757,8.413,1.948,6.769
758,5.992,4.549,7.442
759,7.805,9.791,7.781
760,5.377,8.285,6.561
761,4.337,9.036,6.0
762,3.654,3.967,5.102
763,6.156,6.059,5.736
764,6.797,3.106,9.066
765,6.537,4.29,6.734
766,5.95,1.228,9.273
767,8.844,8.362,6.138
768,5.816,7.068,9.477
769,4.675,1.189,4.086
770,4.256,1.481,4.656
771,5.974,8.909,4.442
772,5.302,6.472,2.149
773,5.835,1.105,4.379
774,4.22,10.741,6.832
775,4.981,5.51,5.58
776,7.501,0.838,5.923
777,7.877,4.469,8.45
778,5.594,6.825,4.13
779,6.36,7.696,7.053
780,9.446,6.086,10.389
781,7.029,10.601,6.199
782,12.198,10.345,8.231
783,7.537,2.826,4.095
784,7.443,7.239,8.407
785,3.447,3.979,6.251
786,4.607,5.156,6.132
787,5.026,3.434,7.514
788,5.986,6.373,4.072
789,4.513,5.504,6.942
790,4.759,5.557,5.701
791,3.344,6.769,6.361
792,4.733,11.639,5.485
793,6.079,8.015,5.838
794,7.702,8.774,4.15
795,9.593,8.97,10.244
796,7.547,13.152,9.691
797,2.605,3.863,5.173
798,6.738,8.6,5.294
799,6.806,5.677,4.763
800,6.468,5.405,3.293
801,6.815,6.537,7.689
802,5.28,4.127,5.271
803,6.011,3.044,6.685
804,5.82,7.437,4.368
805,7.935,8.768,4.658
806,3.382,6.168,2.866
807,11.233,8.957,11.645
808,4.705,4.12,5.505
809,7.855,8.102,7.487
810,4.667,3.468,5.856
811,7.828,5.617,4.094
812,5.744,2.936,8.765
813,8.002,12.386,9.972
814,4.956,7.141,7.914
815,5.915,7.676,7.623
816,6.572,6.701,6.654
817,5.136,2.793,2.407
818,6.451,6.95,7.247
819,9.891,7.861,9.535
820,10.077,7.975,8.374
821,6.253,9.039,6.577
822,5.45,4.078,5.592
823,5.913,6.728,6.167
824,7.52,8.667,6.167
825,10.571,8.332,11.17
826,5.697,3.418,6.73
827,8.544,11.458,5.89
828,6.293,7.714,5.082
829,6.244,11.424,3.242
830,9.666,13.271,7.218
831,6.512,12.482,6.35
832,7.755,7.51,4.241
833,8.054,10.856,8.335
834,2.088,10.196,4.414
835,5.469,8.14,2.805
836,8.876,4.123,3.927
837,5.581,10.184,3.141
838,9.011,13.075,7.69
839,6.939,6.449,8.614
840,9.588,8.289,11.454
841,6.97,5.445,8.191
842,4.994,11.489,5.652
843,8.806,5.898,3.77
844,5.958,0.005,6.188
845,3.158,1.292,4.52
846,6.344,13.219,8.168
847,4.091,8.542,6.603
848,7.307,7.175,8.16
849,6.679,12.915,6.561
850,4.284,12.269,7.911
851,5.851,5.648,7.152
852,8.951,7.353,9.104
853,6.397,5.142,5.47
854,7.581,8.84,4.885
855,7.242,3.998,9.774
856,7.93,5.85,7.241
857,8.518,3.209,6.126
858,7.499,4.437,6.366
859,6.999,14.033,6.627
860,5.85,5.216,4.472
861,7.001,5.316,5.617
862,6.102,1.669,5.047
863,6.0,3.817,5.634
864,5.646,3.74,5.87
865,5.35,6.518,8.295
866,7.675,6.113,8.746
867,5.461,7.544,5.581
868,7.881,4.696,8.319
869,10.557,10.885,11.432
870,5.685,5.826,7.087
871,5.345,4.287,4.832
872,3.181,8.834,4.559
873,5.828,9.673,5.483
874,5.415,2.781,5.247
875,3.459,5.358,3.75
876,7.82,9.239,5.791
877,5.538,7.17,4.584
878,8.224,8.249,5.667
879,6.838,7.676,8.503
880,8.313,4.576,5.433
881,7.47,5.743,7.595
882,7.513,2.772,8.232
883,3.386,7.742,4.238
884,5.163,4.195,5.699
885,8.72,9.195,8.046
886,8.931,8.429,5.812
887,5.633,7.349,4.963
888,5.341,3.161,3.564
889,6.542,9.977,6.124
890,8.893,0.708,4.218
891,6.844,7.002,8.167
892,5.193,6.245,2.277
893,6.778,7.851,5.726
894,7.285,4.115,7.702
895,6.756,9.687,5.63
896,3.17,12.13,6.138
897,6.209,4.326,7.555
898,8.438,10.247,8.61
899,5.322,4.754,6.214
900,4.703,7.127,7.969
901,6.09,8.697,3.173
902,4.504,3.42,8.096
903,4.674,0.886,7.423
904,7.524,4.962,7.306
905,8.321,9.873,6.313
906,7.436,5.231,7.797
907,7.805,5.735,7.436
908,5.015,6.655,5.658
909,9.587,5.583,10.677
910,7.716,4.308,4.846
911,7.293,6.868,8.884
912,3.873,4.857,4.442
913,5.942,6.735,9.027
914,5.923,3.996,8.443
915,8.575,6.926,6.886
916,5.465,0.962,6.843
917,4.585,6.6,5.959
918,6.378,5.363,12.248
919,6.996,9.24,4.57
920,7.327,9.542,5.611
921,5.281,4.661,3.254
922,9.442,3.451,7.32
923,4.948,7.303,7.685
924,6.043,4.894,3.734
925,10.598,8.654,7.749
926,7.038,2.391,7.828
927,7.801,5.232,8.691
928,6.178,9.289,6.438
929,5.347,8.555,4.738
930,4.803,6.681,7.841
931,9.953,3.774,8.078
932,3.789,3.454,8.903
933,3.851,5.182,4.188
934,8.054,7.25,8.417
935,7.841,7.613,7.679
936,7.677,11.421,6.28
937,4.018,2.541,2.79
938,5.185,12.864,0.349
939,3.693,5.61,5.675
940,2.479,7.071,5.665
941,2.029,0.231,7.89
942,6.722,3.784,5.141
943,9.472,6.229,7.693
944,6.158,9.098,7.932
945,7.155,1.791,6.457
946,4.829,9.546,8.263
947,5.123,4.549,4.459
948,8.997,11.887,9.669
949,8.886,9.411,4.398
950,4.073,7.923,0.883
951,6.804,8.154,6.364
952,2.439,5.329,6.668
953,4.822,6.95,8.705
954,8.021,9.436,7.611
955,6.041,8.997,7.431
956,7.716,13.294,4.751
957,5.634,9.757,8.383
958,5.825,6.444,8.929
959,3.29,3.678,3.826
960,4.234,5.858,8.012
961,8.61,3.856,8.075
962,6.436,11.631,7.106
963,7.062,8.048,8.013
964,6.792,5.444,3.414
965,10.682,1.723,10.405
966,9.65,7.759,9.197
967,5.481,5.122,6.654
968,5.625,6.636,5.246
969,7.072,2.657,4.582
970,9.912,6.25,8.756
971,10.056,10.202,4.876
972,8.108,12.372,7.406
973,6.434,5.569,3.736
974,4.049,7.344,7.507
975,7.42,6.059,6.855
976,6.248,6.433,7.666
977,8.758,5.724,9.206
978,5.615,10.773,5.873
979,6.296,2.377,4.473
980,5.699,0.885,7.395
981,4.953,12.256,5.273
982,8.564,11.635,6.155
983,5.381,11.167,2.809
984,4.252,6.369,2.618
985,3.585,12.61,3.441
986,7.72,2.812,5.98
987,7.789,9.234,4.791
988,4.693,14.163,4.684
989,10.977,10.235,8.615
990,4.872,3.318,3.085
991,6.876,4.74,5.799
992,4.536,6.707,7.494
993,5.639,10.988,5.251
994,3.835,4.831,7.807
995,4.579,5.091,5.927
996,6.767,7.909,6.957
997,6.918,1.327,5.403
998,6.701,6.731,5.875
999,7.126,11.81,9.474
