,0
210,1449198.6079
211,1651900.3279000001
212,1538867.2278999998
213,2019981.9379
214,1806791.9779000003
215,1456777.9278999998
216,1774577.0079
217,1328864.9878999996
218,1508089.7778999999
219,1502444.4479000003
220,1442240.9279000002
221,1383700.9178999998
222,1357271.4279
223,1687856.7679
224,1595273.5179
225,1346232.7479
226,1889955.8179000004
227,2109643.9279
228,1755844.4479000003
229,1217817.4478999998
230,1150645.6279
231,1351833.4479
232,1422447.8779
233,1706926.1279000002
234,1382317.7678999996
235,1390498.0179
236,1877710.6279
237,1459239.3179
238,1717455.0378999999
239,1465192.0279
240,1975603.8979
241,1765156.1279000002
242,1869583.2779000003
243,2286590.3279
244,1411324.2679000006
245,1536991.7279000003
246,1440770.8478999997
247,1362274.2279
248,2305316.5079
249,1445497.6879000003
250,1571389.5078999999
251,1464231.6779000002
252,1894936.0779000006
253,1945850.9279000002
254,2045442.0279000003
255,1614680.0779
256,1442392.6079
257,1700635.9879
258,1667114.5279
259,1406153.4479000003
260,1283049.3279000001
261,1383090.5879000002
262,1400400.9579
263,1370265.0479000004
264,1319946.9279
265,1214189.6679
266,1454926.9279
267,2087801.1079000002
268,1548203.8879000002
269,1959249.3679000002
270,1391574.3579
271,1459284.3279000001
272,1195168.8879000002
273,2207893.0279
274,1415593.2478999996
275,1452258.2179
276,1327256.4278999998
277,1208316.3179
278,1404477.5479
279,1540124.8079000004
280,1483071.8679
281,1390186.4779000003
282,1652389.1779
283,1464625.4878999998
284,1446753.5678999994
285,1221380.8478999997
286,1630513.8078999997
287,1392989.9279
288,1998809.8779000004
289,1898291.8879000002
290,1629314.9479
291,1420429.9078999998
292,1324380.2279000003
293,1406115.3178999994
294,1950174.3279000001
295,1693867.6279
296,1538812.4279000002
297,1430956.0079
298,1903806.7879000006
299,1474431.6579
300,1241749.6279
301,2125048.0679
302,1430722.7279
303,2121256.1478999997
304,1409831.4079
305,1339945.2078999998
306,1596520.0479
307,1420566.8479
308,2152910.0078999996
309,2185912.5979000004
310,1356722.8779000002
311,1522708.4279
312,1444410.6878999998
313,1707398.9779
314,1606759.1778999998
315,1525020.2179
316,1316737.7679
317,1194821.3978999995
318,1724881.5679
319,1793651.6279
320,1451684.7679
321,1995820.3879000002
322,2282489.5679
323,1202426.9279
324,1337317.2279000003
325,1300239.1479000002
326,1398561.8079
327,1346779.3678999997
328,1758256.8679000002
329,1364714.4479
330,2101747.3279
331,1371636.3279000004
332,1763465.5779
333,1550799.8779
334,1609247.5579000001
335,1393328.2079000003
336,1702460.0179000003
337,1349201.0079000003
338,1733058.9979
339,1412780.9778999998
340,1377548.9679
341,1639963.8679000002
342,1381060.2279000005
343,1378108.6479
344,1282325.0879000002
345,1304861.0879000004
346,1663413.3279
347,1352012.5979000002
348,1601239.4379
349,1366760.4078999995
350,1614308.9378999998
351,1470927.9679000003
352,1314487.0479000004
353,1387944.5279
354,1503749.0079
355,1894273.7878999996
356,2139407.5679
357,1452984.5279
358,1489617.0279
359,1341360.9879
360,1195217.9379000003
361,1235791.4079
362,1355424.6779
363,1216529.9278999998
364,1634161.3879
365,2262539.3179
366,1505135.0879
367,1435470.0179
368,1468432.0779
369,1467248.8679000004
370,1423815.2278999996
371,1951698.4679000003
372,1490797.0879
373,2158785.1879000003
374,1885110.0079000003
375,1444896.8479000002
376,1827389.6079000002
377,1433343.9278999998
378,1538839.2479000003
379,2910402.4279
380,1391004.1279
381,1416872.2078999996
382,1900303.4278999998
383,1308803.2779
384,1579021.0479000001
385,1366342.9079000002
386,1346076.9778999998
387,1633303.9279
388,1763890.1279
389,1373265.0879000002
390,1859022.7679
391,1399341.4078999998
392,1228253.4279
393,1694549.4878999998
394,1506457.7279000003
395,1473397.8079000004
396,1343477.4278999998
397,1381439.5878999995
398,2371553.8578999997
399,1321988.4879000003
400,2047477.6079
401,1407822.1678999995
402,1389849.5279000006
403,1264581.4278999998
404,1463453.9679000005
405,1374451.4278999998
406,1855076.9178999998
407,1658675.4578999998
408,1401233.8978999997
409,1335766.9279
410,1641422.6079000002
411,1405131.4878999996
412,1694523.4779000003
413,1419821.9379000003
414,1503996.9678999998
415,1384420.4279
416,1214233.2779
417,1992250.2479
418,1482890.6378999995
419,1460267.2479
420,1598850.3279000001
421,1393318.9279000002
422,1366476.3879000004
423,1577011.4779000003
424,1355813.8079000004
425,1383512.8679
426,1298191.3878999997
427,1357114.0579
428,1297126.9279000002
429,1735590.7679
430,2161805.3279000004
431,1445472.2378999998
432,1464726.6279
433,1394146.3679000002
434,1897946.4579
435,1526507.3479
436,1421054.6079
437,1385824.4279
438,1182698.9579
439,1266757.3279
440,1426080.0279
441,1627458.9878999998
442,1444323.9479000003
443,1390547.3279
444,1473795.8679
445,1205662.5279000003
446,2117733.0079
447,1398635.5679
448,1671274.5378999999
449,1368207.9279
450,1300072.4679000003
451,1368368.9679
452,1472172.4979
453,1288464.6078999997
454,1102849.6478999995
455,1283469.9278999998
456,1215960.9279
457,1504018.9479
458,1364728.5979000002
459,1794480.3679
460,2517051.4479
461,1946246.4679000003
462,1540836.1979
463,1360115.5679000004
464,1394936.9279000002
465,1443546.0779
466,1612979.5879000002
467,1483597.4079
468,1654383.6379
469,1361260.8479000002
470,1475350.9278999998
471,1346504.3679
472,1362709.3979
473,1365146.9279
474,1365805.3279000001
475,2480385.9679
476,1600292.4079
477,1349832.0079
478,1418636.5378999999
479,1253571.8379
480,1358807.7278999998
481,1405508.9178999998
482,1354590.1679
483,1379702.3878999997
484,1597291.2078999998
485,1651683.4079
486,1996376.9179000005
487,1526546.8679000002
488,1777819.1779
489,1320217.3279
490,1647822.4078999998
491,1422368.5279
492,2339133.8479
493,1337257.2178999998
494,1760962.7279
495,1510144.2479
496,1246877.1278999995
497,1490522.4478999998
498,1534765.3079000001
499,1479468.8479000002
500,1332170.6878999998
501,1390062.5078999996
502,1336796.2078999996
503,1280258.4478999996
504,1455956.1779
505,1500943.4079000002
506,1425599.5879
507,1352924.3379000004
508,1391183.9279
509,1645173.5178999996
510,2176605.8079000004
511,1290529.1779
512,1227120.0278999999
513,1681348.2878999999
514,1495416.8679
515,1762753.9279
516,1421529.0879
517,1551980.1079
518,1384300.3279000001
519,1358877.4279
520,2116416.1779000005
521,1371311.0779
522,1574843.1778999998
523,1658433.4278999998
524,1340784.5279
525,1377880.6679000002
526,1395390.2678999999
527,1413851.3279
528,1437896.2079000003
529,1306740.6879000003
530,1329508.7278999996
531,1421370.0679000001
532,1655983.2279000003
533,1383823.2078999998
534,1313665.0479000001
535,1289240.5279
536,1354364.1779000002
537,1572610.8078999997
538,1553922.1679000002
539,1385866.5879000002
540,1387004.7079
541,2201322.8679
542,1872550.3279000001
543,1403127.5479000001
544,1439566.1279000002
545,1244799.4079000002
546,1359091.8279
547,1431597.1578999995
548,1485790.1279
549,1388447.7779
550,1438603.3479000002
551,1292165.8979
552,1464888.3079000006
553,1940986.4979000005
554,1242764.0479000004
555,1363591.5479000004
556,1287042.2279
557,1525392.6379
558,1708404.4779
559,1318132.8479
560,1971398.0179000006
561,1979670.2479
562,2562102.8479
563,1474116.6079000002
564,2419024.0179
565,1398906.3179
566,1557393.9479000003
567,1419945.5278999999
568,1680428.5879
569,1538618.3779
570,1292355.9879000003
571,1425063.9679000005
572,1287406.6079000002
573,1259904.4678999996
574,1736764.5279
575,2246492.5579
576,1255409.5579000004
577,1734367.0879000002
578,1561402.5679
579,1326565.5679000001
580,1349175.0079
581,2070100.7779
582,1354724.0278999999
583,1475544.6479
584,1322579.4279
585,1465004.5979000004
586,1785898.5278999999
587,2390441.2578999996
588,1259975.3379000002
589,1388991.6678999998
590,1378942.3978999995
591,1322769.4979000003
592,1421445.4479000003
593,1752898.0279
594,1455719.7278999998
595,1399711.5278999999
596,1281676.9278999998
597,2012485.7279000005
598,1289926.0679000001
599,2349015.8479
600,1532109.5079
601,1569401.3279000001
602,1364955.0479000004
603,1795622.1079
604,1320949.0279
605,1468385.2479000003
606,1306591.8479000002
607,1719784.8478999997
608,1305251.8478999997
609,1868915.2779
610,1341174.8078999994
611,1500856.8078999997
612,1341602.2879000003
613,1530481.0078999999
614,1558405.3279000004
615,1878631.0879000004
616,1272357.4878999998
617,1456998.3079
618,1706740.5679000001
619,1444979.8279000001
620,1690464.3679000002
621,1542957.9879000005
622,1235512.9178999995
623,1480466.2478999996
624,2118151.7779000006
625,3049623.8679
626,1433860.8479000002
627,1667380.7678999999
628,1394580.2079000003
629,1297710.6779
630,1475546.9379
631,1429412.3279000001
632,2169809.1679000002
633,1616658.9278999998
634,1483054.9279000002
635,1832925.9679
636,2146239.1779
637,1383784.2878999999
638,1367518.5479
639,1479082.8978999997
640,1618449.0078999999
641,1529513.7979
642,1723618.5279
643,1899635.8279000001
644,2496693.7279000003
645,1359717.5278999999
646,1398008.5079
647,1524425.6079
648,1425323.5479
649,1922229.3279000001
650,1521230.6079
651,1406445.4279
652,1741564.9679
653,1845964.8479
654,1497858.7979000001
655,1427447.1278999997
656,1385889.4879
657,1685488.6678999995
658,1444686.5979000002
659,1935981.4479000003
660,1355874.7079
661,1462713.7879
662,1391361.5078999999
663,1306149.7679
664,2047193.4079000002
665,1476886.9479
666,1305483.2078999998
667,1450421.9778999998
668,1427271.6279
669,1498659.6279000002
670,1381080.1279
671,1271916.6579000002
672,1421990.7879
673,1607082.4279
674,1299605.4279
675,1371493.8879
676,1232118.3279000001
677,1484712.4278999998
678,1501426.9279000002
679,1187372.3179000004
680,1428385.9779
681,1607141.8279000001
682,1478166.1879
683,1337808.0878999997
684,1513722.1678999998
685,1461710.9279
686,1509193.6378999997
687,1277938.4479
688,2688097.9879
689,1374160.9279
690,1376078.4879000003
691,1497931.9079000002
692,1381799.0978999997
693,1711550.5479000001
694,1860717.0878999997
695,2056605.8479
696,1461418.9279000002
697,2552834.7779000006
698,1450945.9279000002
699,1915384.6779000002
700,1616111.2279
701,1648032.1079000002
702,1810926.1479000002
703,1335183.5279
704,2557447.9279
705,1509608.0778999997
706,1786969.9878999998
707,2583577.8879000004
708,1334677.0679000004
709,1602338.7278999998
710,1644385.2079
711,1387281.9178999998
712,1448846.6779
713,1376837.2878999996
714,1610146.4779
715,1416631.7878999999
716,1955062.1879
717,1288987.9578999996
718,1478209.1179000002
719,1421890.5379000003
720,1396418.7278999996
721,1251000.9279
722,1821802.6278999997
723,1389367.5278999999
724,1735212.7878999999
725,1375068.9279
726,1465814.6279000002
727,1783190.4478999998
728,2118655.8779
729,2024163.7779000003
730,1409886.8279000001
731,1346421.6079000002
732,1913996.2279
733,1474669.5279
734,1476308.0879
735,1425157.0879
736,1414348.3179
737,1353062.3879000002
738,1811966.1379
739,1395558.8779
740,1447407.1979000003
741,1441204.4079000002
742,1358959.6078999997
743,1447080.0479000001
744,1332302.9479000003
745,1299300.2079
746,1385985.8879000002
747,1056872.5279
748,1546546.5679
749,1830613.5678999997
750,1477949.8079000004
751,1361315.3479
752,1404550.8478999997
753,1710667.0079
754,1419542.8078999997
755,1926345.5979000002
756,1395923.1679
757,1501639.1179
758,1475292.8479000002
759,1668787.9379
760,1290882.6379
761,1274886.9279000002
762,1433164.5879000006
763,1291079.2478999998
764,1739240.4679000003
765,1330136.2478999998
766,1893203.8279000006
767,1226789.6078999997
768,2181446.9779
769,1442591.9279000002
770,1417212.7678999999
771,1312772.6879000005
772,1535322.5779000001
773,1349979.8679
774,1585157.1679000002
775,1443159.3279000001
776,1435679.1478999995
777,1766475.9278999998
778,1382543.7278999998
779,1510872.5779
780,2367318.6679
781,1267655.8579
782,1725228.0079
783,1316415.0779000001
784,1686827.8579000002
785,1382454.9879
786,1321541.1279000002
787,1605192.4079
788,1447392.5279000003
789,1569590.5279000003
790,1392846.3779
791,1236409.5378999999
792,1241771.8779
793,1409829.6878999998
794,1297141.4279
795,2282510.9279
796,2219297.7279000003
797,1340916.9478999996
798,1387631.7078999998
799,1320229.7478999996
800,1502954.3278999997
801,1513711.5679
802,1205053.9479000003
803,1629134.1779
804,1448790.0478999997
805,1459989.6478999997
806,1479686.6079000004
807,2572559.8779
808,1376196.6279
809,1487096.0679000001
810,1238262.4479
811,1433694.5279
812,1621686.3279000001
813,2116214.1679
814,1556238.3079
815,1510996.9878999998
816,1196155.8079
817,1488224.0279
818,1548064.5279
819,2002241.3779000004
820,1702185.4279000002
821,1480200.9679000003
822,1325677.1679
823,1429700.7879
824,1363035.5179000003
825,2171906.2279
826,1306361.1279
827,1446408.1278999997
828,1217431.3479000004
829,1526113.9279000002
830,1352841.0078999999
831,1308243.4278999998
832,1350983.9978999998
833,1920458.6779000007
834,1535654.1078999997
835,1457221.8779000002
836,1397464.1579000002
837,1491598.5479000004
838,1628886.8279000001
839,1821352.3679000004
840,2628486.1879000003
841,1768928.0379000006
842,1404572.7279000003
843,1453951.8279000001
844,1202866.7678999999
845,1342380.5278999999
846,1623967.4878999998
847,1192763.7378999998
848,1801940.5279
849,1434962.1979
850,1485993.9978999998
851,1566250.4479000003
852,1875105.6479
853,1339360.8279000001
854,1382244.7279
855,1852554.8479
856,1601312.0479
857,1502299.5879000002
858,1396136.5479
859,1441943.9179000002
860,1427893.3279000006
861,1461564.2279000005
862,1353384.4379000003
863,1438527.7479
864,1298785.6279000002
865,1718905.7779
866,1760454.7279
867,1393679.6379000002
868,1703750.6179
869,2431854.2879
870,1534008.3779000002
871,1460231.0079000003
872,1330711.0779
873,1251634.2778999994
874,1287936.5079000003
875,1462541.9279
876,1278558.5179
877,1400355.1678999998
878,1433100.8079000001
879,1837612.1379
880,1440952.6478999995
881,1420246.6779
882,1832571.0079
883,1312337.1078999997
884,1263336.1979
885,1711743.9079
886,1351209.0479000004
887,1311387.3978999995
888,1471611.5279
889,1397901.2878999999
890,1339531.2478999996
891,1824559.8479
892,1473473.7179
893,1381526.5879000002
894,1591147.8479
895,1353086.0278999999
896,1304619.4478999996
897,1646978.5278999999
898,1842930.7278999998
899,1457921.0479000001
900,1665920.7379
901,1457125.0979
902,1801573.1679
903,1539535.3979
904,1465299.0278999999
905,1327022.5078999999
906,1720452.8179
907,1491801.6079000002
908,1374062.8478999997
909,2208617.2279000003
910,1254513.1479
911,1553008.9679
912,1477615.3079000006
913,1626164.4378999998
914,1654170.0879
915,1457686.0879
916,1421726.7678999999
917,1269826.5479
918,2898931.4079
919,1428189.3279000001
920,1404226.7378999998
921,1467999.8079000001
922,1439600.5279
923,1517252.9779
924,1446008.8479
925,1499563.1179
926,1667803.0879
927,1574878.0579000001
928,1378345.3478999997
929,1371046.2078999998
930,1522072.0879000002
931,1695789.1878999998
932,2021595.4279000002
933,1422726.8878999995
934,1797420.3778999997
935,1555921.7979000001
936,1397094.9279
937,1457628.2279
938,1579225.4679000003
939,1380836.9278999998
940,1432774.2779
941,1746416.8279
942,1397259.6079000002
943,1727877.4978999998
944,1719515.8879
945,1273989.1779
946,1806763.7278999998
947,1455893.5078999996
948,2228010.9379000003
949,1471177.6079
950,1548903.1379
951,1375261.7679
952,1300237.6478999997
953,1845297.6779
954,1580766.8479
955,1407113.5879
956,1373470.1279000002
957,1802322.4478999998
958,2156205.7079
959,1486890.7079
960,1583751.4479000003
961,1702319.6778999998
962,1505326.5479
963,1788476.9179000002
964,1450926.7679
965,2410219.8778999997
966,2062847.8578999997
967,1397439.3079
968,1328742.7879000003
969,1315948.3679000004
970,1823301.6878999998
971,1284289.2879
972,1402543.9678999998
973,1387684.3679000002
974,1704273.5379
975,1615258.0279
976,1486885.6679000002
977,1996472.3079000001
978,1224427.4778999998
979,1440916.9378999993
980,1534300.3279
981,1278175.1578999995
982,1305434.0779000001
983,1446125.3179000001
984,1497694.2878999999
985,1354946.9279000002
986,1248514.1279000002
987,1463920.6979000003
988,1321521.8879
989,1790755.6279
990,1471182.9279
991,1352219.7279
992,1497317.4679
993,1400496.0379
994,1737541.7479
995,1359957.3779000002
996,1512756.0379
997,1332807.1478999995
998,1431139.4279
999,2216003.0479
